Station Name,Measurement Timestamp,Air Temperature,Humidity,Barometric Pressure,Measurement ID,Reason for Failure
Foster Weather Station,09/30/2018 04:00:00 AM,12.06,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 05:00:00 AM,13.6,,1000.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 05:00:00 AM,12.0,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 06:00:00 AM,14.1,,1000.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 06:00:00 AM,12.67,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 03:00:00 AM,16.89,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 04:00:00 AM,16.78,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 05:00:00 AM,16.39,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 06:00:00 AM,16.39,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 07:00:00 AM,16.39,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 08:00:00 AM,17.0,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 09:00:00 AM,19.0,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 10:00:00 AM,20.89,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 11:00:00 AM,18.89,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 01:00:00 PM,19.67,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 03:00:00 PM,20.56,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 04:00:00 PM,20.56,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 05:00:00 PM,20.56,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 06:00:00 PM,20.0,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 07:00:00 PM,19.5,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 08:00:00 PM,19.39,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 09:00:00 PM,19.06,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 10:00:00 PM,19.06,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/22/2015 12:00:00 AM,17.17,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 01:00:00 AM,18.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 02:00:00 AM,18.28,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 03:00:00 AM,18.06,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 04:00:00 AM,17.56,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 05:00:00 AM,17.56,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 06:00:00 AM,17.56,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 07:00:00 AM,16.06,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 08:00:00 AM,18.56,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 09:00:00 AM,18.39,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 11:00:00 PM,14.7,,1001.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 11:00:00 PM,13.39,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 07:00:00 AM,14.5,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 07:00:00 AM,13.0,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 05:00:00 PM,22.4,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 05:00:00 PM,22.28,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 05:00:00 PM,22.9,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 06:00:00 PM,22.8,,999.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 06:00:00 PM,22.67,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 06:00:00 PM,22.6,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 07:00:00 PM,22.6,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 07:00:00 PM,22.5,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 07:00:00 PM,23.1,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 08:00:00 PM,22.3,,999.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 08:00:00 PM,21.67,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 08:00:00 PM,22.6,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 09:00:00 PM,22.2,,999.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 09:00:00 PM,21.5,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 09:00:00 PM,22.4,,1000.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 10:00:00 PM,22.2,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 10:00:00 PM,21.39,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 10:00:00 PM,22.5,,1000.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/01/2019 11:00:00 PM,22.2,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/01/2019 11:00:00 PM,21.39,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/01/2019 11:00:00 PM,22.3,,1000.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 12:00:00 AM,22.3,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 12:00:00 AM,21.39,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 12:00:00 AM,22.2,,1000.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 01:00:00 AM,21.8,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 01:00:00 AM,21.28,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 01:00:00 AM,22.4,,1000.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 02:00:00 AM,21.4,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 02:00:00 AM,21.0,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 02:00:00 AM,22.0,,1000.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 03:00:00 AM,21.9,,999.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 08:00:00 AM,15.5,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 08:00:00 AM,14.06,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 09:00:00 AM,16.2,,999.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 09:00:00 AM,14.78,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 10:00:00 AM,19.28,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 11:00:00 AM,20.0,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 12:00:00 PM,19.39,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 01:00:00 PM,19.89,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 02:00:00 PM,20.17,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 03:00:00 PM,20.17,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 04:00:00 PM,20.06,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 05:00:00 PM,20.0,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 06:00:00 PM,19.17,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 07:00:00 PM,18.67,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 08:00:00 PM,18.39,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 09:00:00 PM,18.5,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 10:00:00 PM,19.39,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 11:00:00 PM,19.0,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/23/2015 12:00:00 AM,18.78,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 01:00:00 AM,18.78,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 02:00:00 AM,19.17,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 03:00:00 AM,18.5,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 04:00:00 AM,17.78,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 05:00:00 AM,17.28,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 06:00:00 AM,17.17,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 07:00:00 AM,17.78,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 08:00:00 AM,18.17,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 09:00:00 AM,18.67,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 10:00:00 AM,19.5,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 11:00:00 AM,19.78,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 12:00:00 PM,19.17,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 01:00:00 PM,20.5,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 02:00:00 PM,19.06,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 03:00:00 PM,19.67,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 04:00:00 PM,19.0,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 06:00:00 PM,18.17,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 07:00:00 PM,18.39,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 08:00:00 PM,19.17,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 09:00:00 PM,19.06,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 10:00:00 AM,17.3,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 10:00:00 AM,16.5,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 03:00:00 AM,20.67,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 03:00:00 AM,22.2,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 08:00:00 AM,12.8,,1006.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 08:00:00 AM,12.2,,1007.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 10:00:00 AM,12.4,,1007.1,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 10:00:00 AM,12.4,,1007.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 05:00:00 PM,14.1,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2019 08:00:00 AM,20.7,,996.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 05:00:00 PM,12.9,,1004.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 06:00:00 PM,14.0,,1003.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 06:00:00 PM,13.1,,1004.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 07:00:00 AM,15.3,,1002.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 07:00:00 AM,17.5,,1003.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 08:00:00 AM,16.8,,1002.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 08:00:00 AM,17.8,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 09:00:00 AM,18.4,,1002.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 09:00:00 AM,19.5,,1002.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 01:00:00 PM,19.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 01:00:00 PM,19.2,,1001.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 02:00:00 PM,20.0,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 02:00:00 PM,20.0,,999.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 03:00:00 PM,22.3,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 03:00:00 PM,21.5,,998.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 04:00:00 PM,22.9,,997.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 04:00:00 PM,23.5,,997.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 06:00:00 PM,23.8,,995.1,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 06:00:00 PM,24.0,,995.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 10:00:00 PM,21.6,,994.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 10:00:00 PM,22.6,,994.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 11:00:00 PM,21.1,,994.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 11:00:00 PM,22.3,,994.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 11:00:00 AM,19.7,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 10:00:00 PM,19.56,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 11:00:00 PM,19.17,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/24/2015 12:00:00 AM,18.67,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 01:00:00 AM,20.0,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 02:00:00 AM,19.17,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 03:00:00 AM,18.67,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 04:00:00 AM,17.78,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 05:00:00 AM,18.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 06:00:00 AM,18.5,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 07:00:00 AM,18.56,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 08:00:00 AM,18.39,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 09:00:00 AM,18.89,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 10:00:00 AM,18.78,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 11:00:00 AM,18.67,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 12:00:00 PM,18.56,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 01:00:00 PM,18.56,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 02:00:00 PM,18.39,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 03:00:00 PM,18.28,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 04:00:00 PM,18.5,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 05:00:00 PM,18.28,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 06:00:00 PM,17.78,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 07:00:00 PM,17.67,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 08:00:00 PM,17.78,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 09:00:00 PM,18.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 10:00:00 PM,19.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 11:00:00 PM,19.89,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/25/2015 12:00:00 AM,18.67,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 01:00:00 AM,19.28,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 02:00:00 AM,18.89,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 03:00:00 AM,18.67,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 04:00:00 AM,18.17,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 05:00:00 AM,17.78,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 06:00:00 AM,17.5,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 07:00:00 AM,17.56,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 08:00:00 AM,18.06,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 09:00:00 AM,18.67,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 10:00:00 AM,19.28,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 11:00:00 AM,19.39,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 11:00:00 AM,16.17,,999.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 04:00:00 AM,21.8,,999.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 04:00:00 AM,20.78,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 04:00:00 AM,22.0,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 05:00:00 AM,21.5,,999.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 05:00:00 AM,19.67,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 05:00:00 AM,22.0,,999.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 07:00:00 AM,21.9,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 07:00:00 AM,21.89,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 07:00:00 AM,24.2,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 08:00:00 AM,22.0,,999.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 08:00:00 AM,22.17,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 08:00:00 AM,24.4,,1000.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 09:00:00 AM,22.4,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 09:00:00 AM,22.5,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 09:00:00 AM,24.7,,1000.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 10:00:00 AM,22.7,,999.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 10:00:00 AM,23.39,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 10:00:00 AM,23.4,,1000.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 11:00:00 AM,22.6,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 11:00:00 AM,22.78,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 11:00:00 AM,23.2,,1001.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 12:00:00 PM,22.9,,1000.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 12:00:00 PM,22.67,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 12:00:00 PM,23.2,,1000.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 01:00:00 PM,22.9,,999.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 01:00:00 PM,23.0,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 01:00:00 PM,23.4,,1000.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 02:00:00 PM,23.1,,999.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 02:00:00 PM,22.67,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 02:00:00 PM,23.6,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 03:00:00 PM,23.5,,998.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 03:00:00 PM,22.89,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 03:00:00 PM,23.9,,999.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 04:00:00 PM,23.4,,998.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 12:00:00 PM,19.7,,999.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 12:00:00 PM,20.0,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 01:00:00 PM,19.89,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 02:00:00 PM,19.56,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 03:00:00 PM,19.56,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 04:00:00 PM,19.89,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 06:00:00 PM,19.5,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 07:00:00 PM,19.5,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 08:00:00 PM,19.67,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 09:00:00 PM,19.56,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 10:00:00 PM,19.89,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 11:00:00 PM,19.67,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/26/2015 12:00:00 AM,19.56,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 02:00:00 AM,19.17,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 03:00:00 AM,18.89,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 04:00:00 AM,18.89,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 05:00:00 AM,19.0,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 06:00:00 AM,18.78,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 07:00:00 AM,19.17,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 08:00:00 AM,19.17,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 09:00:00 AM,19.28,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 10:00:00 AM,19.56,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 11:00:00 AM,19.67,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 12:00:00 PM,19.06,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 01:00:00 PM,19.39,,996.6,,"Missing critical fields: Measurement ID, Humidity"
